PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_encoded,Embarked_C,Embarked_Q,Embarked_S,Fare_normalized
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,Unknown,1,False,False,True,0.0507486202230909
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,Unknown,1,False,False,True,0.0507486202230909
429,0,3,"Flynn, Mr. James",male,28.0,0,0,364851,7.75,Unknown,0,False,True,False,0.0151269925664982
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,0,False,False,True,0.0157125535690723
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,0,False,False,True,0.0518221487278101
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,28.0,1,0,376564,16.1,Unknown,1,False,False,True,0.0314251071381447
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,Unknown,1,False,False,True,0.0507486202230909
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,Unknown,0,False,False,True,0.0139070738111354
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,0,False,False,True,0.109109533479645
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,1,False,False,True,0.23422440102965
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,Unknown,1,False,False,True,0.0670955315449519
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,Unknown,1,False,False,True,0.0365975626608828
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,C23 C25 C27,0,False,False,True,0.51334181225665
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,Unknown,0,False,False,True,0.0204946350900944
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,Unknown,1,False,False,True,0.051236587725236
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,Unknown,0,False,False,True,0.0185427650815139
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,Unknown,0,False,False,True,0.0151757893167127
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,Unknown,1,False,False,True,0.0253743101115454
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,28.0,0,0,65306,8.1125,Unknown,0,False,False,True,0.0158345454446086
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,0,False,False,True,0.159776760723378
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,Unknown,1,False,False,True,0.0380614651673182
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,Unknown,0,False,False,True,0.0518221487278101
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,Unknown,1,True,False,False,0.0375896981862443
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,0,False,False,True,0.0595320352617028
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,Unknown,0,False,False,True,0.0541643927381066
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,28.0,1,0,65303,19.9667,Unknown,0,False,False,True,0.0389724029003226
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,0,True,False,False,0.0541643927381066
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,0,True,False,False,0.173919815618551
455,0,3,"Peduzzi, Mr. Joseph",male,28.0,0,0,A/5 2817,8.05,Unknown,0,False,False,True,0.0157125535690723
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,Unknown,0,True,False,False,0.0154115752137492
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,0,False,False,True,0.0518221487278101
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,28.0,1,0,17464,51.8625,D21,1,False,False,True,0.101228858320002
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,Unknown,1,False,False,True,0.0204946350900944
460,0,3,"O'Connor, Mr. Maurice",male,28.0,0,0,371060,7.75,Unknown,0,False,True,False,0.0151269925664982
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,0,False,False,True,0.0518221487278101
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,Unknown,0,False,False,True,0.0157125535690723
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,0,False,False,True,0.0751469953303461
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,Unknown,0,False,False,True,0.0253743101115454
465,0,3,"Maisner, Mr. Simon",male,28.0,0,0,A/S 2816,8.05,Unknown,0,False,False,True,0.0157125535690723
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,Unknown,0,False,False,True,0.0137606835604919
467,0,2,"Campbell, Mr. William",male,28.0,0,0,239853,0.0,Unknown,0,False,False,True,0.0
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,Unknown,0,False,False,True,0.0518221487278101
469,0,3,"Scanlan, Mr. James",male,28.0,0,0,36209,7.725,Unknown,0,False,True,False,0.0150781958162837
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,Unknown,1,True,False,False,0.0375896981862443
471,0,3,"Keefe, Mr. Arthur",male,28.0,0,0,323592,7.25,Unknown,0,False,False,True,0.014151057562208
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,Unknown,0,False,False,True,0.0169080739493278
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,Unknown,1,False,False,True,0.0541643927381066
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,1,True,False,False,0.0269196055973385
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,Unknown,1,False,False,True,0.0192015212094098
476,0,1,"Clifford, Mr. George Quincy",male,28.0,0,0,110465,52.0,A14,0,False,False,True,0.101497240446181
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,Unknown,0,False,False,True,0.0409892701801888
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,Unknown,0,False,False,True,0.0137524857064559
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,Unknown,0,False,False,True,0.0146796239605316
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,Unknown,1,False,False,True,0.0239836027304319
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,Unknown,0,False,False,True,0.0915427034024217
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,28.0,0,0,239854,0.0,Unknown,0,False,False,True,0.0
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,Unknown,0,False,False,True,0.0157125535690723
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,Unknown,1,False,False,True,0.0187135537072647
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,0,True,False,False,0.177774758885497
486,0,3,"Lefebre, Miss. Jeannie",female,28.0,3,1,4133,25.4667,Unknown,1,False,False,True,0.0497076879475149
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,1,False,False,True,0.175668300772237
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,0,True,False,False,0.0579705392548384
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,Unknown,0,False,False,True,0.0157125535690723
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,Unknown,0,False,False,True,0.0310347331364286
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,28.0,1,0,65304,19.9667,Unknown,0,False,False,True,0.0389724029003226
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,Unknown,0,False,False,True,0.014151057562208
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,C30,0,False,False,True,0.0595320352617028
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,Unknown,0,True,False,False,0.0966257632787668
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,Unknown,0,False,False,True,0.0157125535690723
496,0,3,"Yousseff, Mr. Gerious",male,28.0,0,0,2627,14.4583,Unknown,0,True,False,False,0.0282207221450582
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,D20,1,True,False,False,0.152766424400561
498,0,3,"Shellard, Mr. Frederick William",male,28.0,0,0,C.A. 6212,15.1,Unknown,0,False,False,True,0.0294732371295643
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,C22 C26,1,False,False,True,0.295805899800362
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,Unknown,0,False,False,True,0.0152163882128912
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,Unknown,0,False,False,True,0.0169080739493278
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Unknown,1,False,True,False,0.0151269925664982
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,28.0,0,0,330909,7.6292,Unknown,1,False,True,False,0.0148912066694617
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,Unknown,1,False,False,True,0.0187135537072647
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,B79,1,False,False,True,0.168836755742206
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,0,True,False,False,0.212558643934407
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,Unknown,1,False,False,True,0.0507486202230909
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,28.0,0,0,111427,26.55,Unknown,0,False,False,True,0.0518221487278101
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,Unknown,0,False,False,True,0.0439658719432739
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,Unknown,0,False,False,True,0.110272457630757
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Unknown,0,False,True,False,0.0151269925664982
512,0,3,"Webber, Mr. James",male,28.0,0,0,SOTON/OQ 3101316,8.05,Unknown,0,False,False,True,0.0157125535690723
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,0,False,False,True,0.0513097828505578
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,Unknown,1,True,False,False,0.115941078509676
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,Unknown,0,False,False,True,0.0146308272103171
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,D46,0,False,False,True,0.0664041791879127
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,1,False,False,True,0.0204946350900944
518,0,3,"Ryan, Mr. Patrick",male,28.0,0,0,371110,24.15,Unknown,0,False,True,False,0.0471376607072171
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,Unknown,1,False,False,True,0.0507486202230909
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,Unknown,0,False,False,True,0.0154115752137492
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,B73,1,False,False,True,0.182499845802269
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,Unknown,0,False,False,True,0.0154115752137492
523,0,3,"Lahoud, Mr. Sarkis",male,28.0,0,0,2624,7.225,Unknown,0,True,False,False,0.0141022608119935
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,1,True,False,False,0.113167861601485
525,0,3,"Kassem, Mr. Fared",male,28.0,0,0,2700,7.2292,Unknown,0,True,False,False,0.0141104586660295
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Unknown,0,False,True,False,0.0151269925664982
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,Unknown,1,False,False,True,0.0204946350900944
528,0,1,"Farthing, Mr. John",male,28.0,0,0,PC 17483,221.7792,C95,0,False,False,True,0.432884169006958
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,Unknown,0,False,False,True,0.0154685698179998
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,Unknown,0,False,False,True,0.0224465050986748
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,Unknown,1,False,False,True,0.0507486202230909
532,0,3,"Toufik, Mr. Nakli",male,28.0,0,0,2641,7.2292,Unknown,0,True,False,False,0.0141104586660295
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,Unknown,0,True,False,False,0.0141104586660295
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,28.0,0,2,2668,22.3583,Unknown,1,True,False,False,0.0436404952128436
535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,Unknown,1,False,False,True,0.0169080739493278
536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,Unknown,1,False,False,True,0.051236587725236
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,0,False,False,True,0.0518221487278101
538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,Unknown,1,True,False,False,0.207727765663171
539,0,3,"Risien, Mr. Samuel Beard",male,28.0,0,0,364498,14.5,Unknown,0,False,False,True,0.028302115124416
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,1,True,False,False,0.0966175654247308
541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,B22,1,False,False,True,0.138582770609209
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,Unknown,1,False,False,True,0.0610447345183526
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,Unknown,1,False,False,True,0.0610447345183526
544,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,Unknown,0,False,False,True,0.0507486202230909
545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C86,0,True,False,False,0.207727765663171
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,Unknown,0,False,False,True,0.0507486202230909
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,Unknown,1,False,False,True,0.0507486202230909
548,1,2,"Padro y Manent, Mr. Julian",male,28.0,0,0,SC/PARIS 2146,13.8625,Unknown,0,True,False,False,0.027057797993946
549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,Unknown,0,False,False,True,0.0400621319261131
550,1,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,Unknown,0,False,False,True,0.0717312228153304
551,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C70,0,True,False,False,0.216429787722425
552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,Unknown,0,False,False,True,0.0507486202230909
553,0,3,"O'Brien, Mr. Timothy",male,28.0,0,0,330979,7.8292,Unknown,0,False,True,False,0.0152815806711778
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,Unknown,0,True,False,False,0.0141022608119935
555,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,Unknown,1,False,False,True,0.0151757893167127
556,0,1,"Wright, Mr. George",male,62.0,0,0,113807,26.55,Unknown,0,False,False,True,0.0518221487278101
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,A16,1,True,False,False,0.0772940523397846
558,0,1,"Robbins, Mr. Victor",male,28.0,0,0,PC 17757,227.525,Unknown,0,True,False,False,0.44409922370226
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,E67,1,False,False,True,0.15546644618343
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,Unknown,1,False,False,True,0.0339625381492993
561,0,3,"Morrow, Mr. Thomas Rowan",male,28.0,0,0,372622,7.75,Unknown,0,False,True,False,0.0151269925664982
562,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,Unknown,0,False,False,True,0.0154115752137492
563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,Unknown,0,False,False,True,0.0263502451158356
564,0,3,"Simmons, Mr. John",male,28.0,0,0,SOTON/OQ 392082,8.05,Unknown,0,False,False,True,0.0157125535690723
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,28.0,0,0,SOTON/O.Q. 392087,8.05,Unknown,1,False,False,True,0.0157125535690723
566,0,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,Unknown,0,False,False,True,0.0471376607072171
567,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,Unknown,0,False,False,True,0.0154115752137492
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,Unknown,1,False,False,True,0.0411356604308323
569,0,3,"Doharr, Mr. Tannous",male,28.0,0,0,2686,7.2292,Unknown,0,True,False,False,0.0141104586660295
570,1,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417,7.8542,Unknown,0,False,False,True,0.0153303774213923
571,1,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,Unknown,0,False,False,True,0.0204946350900944
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,51.4792,C101,1,False,False,True,0.100480706545713
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,E25,0,False,False,True,0.0515049698514158
574,1,3,"Kelly, Miss. Mary",female,28.0,0,0,14312,7.75,Unknown,1,False,True,False,0.0151269925664982
575,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,Unknown,0,False,False,True,0.0157125535690723
576,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,Unknown,0,False,False,True,0.028302115124416
577,1,2,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,Unknown,1,False,False,True,0.0253743101115454
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,E44,1,False,False,True,0.109109533479645
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,28.0,1,0,2689,14.4583,Unknown,1,True,False,False,0.0282207221450582
580,1,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,Unknown,0,False,False,True,0.0154685698179998
581,1,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,30.0,Unknown,1,False,False,True,0.0585561002574126
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.8833,C68,1,True,False,False,0.216429787722425
583,0,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,Unknown,0,False,False,True,0.0507486202230909
584,0,1,"Ross, Mr. John Hugo",male,36.0,0,0,13049,40.125,A10,0,True,False,False,0.0783187840942893
585,0,3,"Paulner, Mr. Uscher",male,28.0,0,0,3411,8.7125,Unknown,0,True,False,False,0.0170056674497569
586,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,E68,1,False,False,True,0.15546644618343
587,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,Unknown,0,False,False,True,0.0292780501287063
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567,79.2,B41,0,True,False,False,0.154588104679569
589,0,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,8.05,Unknown,0,False,False,True,0.0157125535690723
590,0,3,"Murdlin, Mr. Joseph",male,28.0,0,0,A./5. 3235,8.05,Unknown,0,False,False,True,0.0157125535690723
591,0,3,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273,7.125,Unknown,0,False,False,True,0.0139070738111354
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,78.2667,D20,1,True,False,False,0.152766424400561
593,0,3,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902,7.25,Unknown,0,False,False,True,0.014151057562208
594,0,3,"Bourke, Miss. Mary",female,28.0,0,2,364848,7.75,Unknown,1,False,True,False,0.0151269925664982
595,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,Unknown,0,False,False,True,0.0507486202230909
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,Unknown,0,False,False,True,0.0471376607072171
597,1,2,"Leitch, Miss. Jessie Wills",female,28.0,0,0,248727,33.0,Unknown,1,False,False,True,0.0644117102831538
598,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,LINE,0.0,Unknown,0,False,False,True,0.0
599,0,3,"Boulos, Mr. Hanna",male,28.0,0,0,2664,7.225,Unknown,0,True,False,False,0.0141022608119935
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,A20,0,True,False,False,0.111118398092476
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,Unknown,1,False,False,True,0.0527004902316713
602,0,3,"Slabenoff, Mr. Petco",male,28.0,0,0,349214,7.8958,Unknown,0,False,False,True,0.0154115752137492
603,0,1,"Harrington, Mr. Charles H",male,28.0,0,0,113796,42.4,Unknown,0,False,False,True,0.0827592883638098
604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,Unknown,0,False,False,True,0.0157125535690723
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426,26.55,Unknown,0,True,False,False,0.0518221487278101
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,Unknown,0,False,False,True,0.0303515786334255
607,0,3,"Karaic, Mr. Milan",male,30.0,0,0,349246,7.8958,Unknown,0,False,False,True,0.0154115752137492
608,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,113804,30.5,Unknown,0,False,False,True,0.0595320352617028
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,Unknown,1,True,False,False,0.081157193460767
610,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,PC 17582,153.4625,C125,1,False,False,True,0.299538851191772
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,Unknown,1,False,False,True,0.0610447345183526
612,0,3,"Jardin, Mr. Jose Neto",male,28.0,0,0,SOTON/O.Q. 3101305,7.05,Unknown,0,False,False,True,0.0137606835604919
613,1,3,"Murphy, Miss. Margaret Jane",female,28.0,1,0,367230,15.5,Unknown,1,False,True,False,0.0302539851329965
614,0,3,"Horgan, Mr. John",male,28.0,0,0,370377,7.75,Unknown,0,False,True,False,0.0151269925664982
615,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,Unknown,0,False,False,True,0.0157125535690723
616,1,2,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,Unknown,1,False,False,True,0.126871550557727
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,Unknown,0,False,False,True,0.028106928123558
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,Unknown,1,False,False,True,0.0314251071381447
619,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136,39.0,F4,1,False,False,True,0.0761229303346364
620,0,2,"Gavey, Mr. Lawrence",male,26.0,0,0,31028,10.5,Unknown,0,False,False,True,0.0204946350900944
621,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,Unknown,0,True,False,False,0.0282127194780231
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,D19,0,False,False,True,0.102578966804937
623,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,Unknown,0,True,False,False,0.0307257521140704
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,Unknown,0,False,False,True,0.0153303774213923
625,0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,Unknown,0,False,False,True,0.0314251071381447
626,0,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,D50,0,False,False,True,0.063086000173326
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533,12.35,Unknown,0,False,True,False,0.0241055946059681
628,1,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,13502,77.9583,D9,1,False,False,True,0.152164467689914
629,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224,7.8958,Unknown,0,False,False,True,0.0154115752137492
630,0,3,"O'Connell, Mr. Patrick D",male,28.0,0,0,334912,7.7333,Unknown,0,False,True,False,0.0150943963373549
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,27042,30.0,A23,0,False,False,True,0.0585561002574126
632,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,Unknown,0,False,False,True,0.013768881414528
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214,30.5,B50,0,True,False,False,0.0595320352617028
634,0,1,"Parr, Mr. William Henry Marsh",male,28.0,0,0,112052,0.0,Unknown,0,False,False,True,0.0
635,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088,27.9,Unknown,1,False,False,True,0.0544571732393937
636,1,2,"Davis, Miss. Mary",female,28.0,0,0,237668,13.0,Unknown,1,False,False,True,0.0253743101115454
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,Unknown,0,False,False,True,0.0154685698179998
638,0,2,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921,26.25,Unknown,0,False,False,True,0.051236587725236
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,Unknown,1,False,False,True,0.0774648409655354
640,0,3,"Thorneycroft, Mr. Percival",male,28.0,1,0,376564,16.1,Unknown,0,False,False,True,0.0314251071381447
